Unnamed: 0,tweet
908,"""Terrorists entered our security force camps and attacked. Shujaat Bukhari was an easy target. ..To stop mayhem in… https://t.co/LANjhVbwUg"
910,"Former J&amp;K CM @MehboobaMufti describes speculations about alliance with @INCIndia as 'baseless' in #AapKiAdalat
Wes… https://t.co/sWUdgNyv6Y"
912,Vijay Mallya is fighting a losing battle in UK https://t.co/y43GOCouOS
914,Watch a special show on the House of Horrors in #Burari #Delhi Tonight at 8 @indiatvnews https://t.co/4wER1rFeyW
916,"Why #UK High Court ordered confiscation of properties of @TheVijayMallya ?
@ArvindKejriwal threatens prosecution of… https://t.co/NvyJZpmTEw"
918,Watch our special show on the mystery about the death of 11 members of a family in #Burari #Delhi Tonight at 8… https://t.co/BL3QrWaGMe
920,"RT @arunjaitley: What the Supreme Court has actually observed
in the Delhi Government case? https://t.co/ab3NXiT5sb"
922,Was there a killer's hand behind the death of 11 members of Bhatia family in the House of Horrors in #Burari #Delhi… https://t.co/MQdOPQ5cRt
924,Mumbai overbridge collapse was a mishap waiting to happen https://t.co/6SJ52lT6p3 via @rajatsharmalive
926,Watch a special show on a spate of mishaps during #mumbairains today Tonight at 10 @indiatvnews https://t.co/fH8EnuY8zb
928,Watch a special show on the unresolved mysteries from the House of Horrors in #Burari #Delhi Tonight at 8… https://t.co/aVD7ABhe9V
930,@VijayJollyBJP .@VijayJollyBJP Many thanks Vijay Ji for your best wishes. Looking forward to your support in future.
932,@gupta_rekha .@gupta_rekha Many thanks for your best wishes.
934,@yogrishiramdev .@yogrishiramdev Many thanks for your best wishes. Looking forward to your support in future.
936,Watch a special story on the mystery behind the death of 11 members of a family in #Burari #Delhi Tonight at 8… https://t.co/ER6SrfRPOi
938,"RT @indiatvnews: .@virendersehwag congratulates @RajatSharmaLive after historic victory in #DDCAElections 

Watch Video: https://t.co/awdsq…"
940,I condemn the dastardly and heinous suicide bombing in #Jalalabad #Afghanistan targeting #Sikhs . My thoughts and p… https://t.co/xXjuKVLzvn
942,Watch a special show on religious tension arising out of gangrape incidents Tonight at 8 @indiatvnews https://t.co/ZHcGD8CcOh
944,Nature wreaks havoc from #Kashmir to #Arunachal Pradesh. Watch our special show Tonight at 9.30 @indiatvnews https://t.co/o4D1RTpsu4
946,Watch a special show on the gruesome gangrape of an 8-year-old girl in #Mandsaur #MP Tonight at 8 @indiatvnews https://t.co/b9PDiZoJNi
948,RT @samiprajguru: Great times with Dada...this is just the start @indiatvnews @RajatSharmaLive @virendersehwag https://t.co/XWQSceyJvW
950,"'I have practically forced multinational FMCG companies to do Sheershasan (Yoga posture)', says Swami Ramdev… https://t.co/6B7WBCHvPW"
952,RT @arunjaitley: The Impact of the Government Polices on Direct Tax Collections https://t.co/RAzAd4ShhF
954,Watch Swami Ramdev @yogrishiramdev in #AapKiAdalat Tomorrow Saturday night at 10 @indiatvnews https://t.co/znXxUkL1bt
956,Watch @yogrishiramdev in #AapKiAdalat This Saturday night at 10 @indiatvnews https://t.co/JuFClzvvWj
958,संत कबीर दास की जयन्ती पर उन्हें शत् शत् नमन. कबीर के दोहे गागर में सागर के समान हैं. सदियों से कबीर के उपदेश भारती… https://t.co/BmB27QgZy1
960,"Why @AITC supporters tore off @BJP4Bengal posters during @AmitShah visit to #Kolkata 
How @BJP4India targeted… https://t.co/7iwYrINE0L"
962,"Remembering the late Field Marshal #SamManekshaw architect of 1971 Bangladesh War victory, on his death anniversary… https://t.co/uqWDvBeSXh"
964,"PM @narendramodi hits out at Congress @INCIndia , Gandhi family over 1975 #Emergency
Congress compared… https://t.co/9CaXY7BCLB"
966,".@dpradhanbjp Many Happy Returns Of The Day, Dharmendra Ji. May God bless you with good health, happiness and success."
968,Remembering the darkest period in post-Independence #India when #Emergency was clamped on this day and democracy wa… https://t.co/2ZavcJaC2v
970,Watch a special show on how an Army Major slit the throat of another Major's wife in #Delhi Tonight at 8… https://t.co/mRA0crWk55
972,RT @arunjaitley: The Emergency Revisited – Part-I (3-Part Series) - The Circumstances Leading to the Imposition of Emergency https://t.co/A…
974,Watch a special show on how an Army Major planned and executed a diabolical murder of another Major's wife Tonight… https://t.co/OyUOc7jiCH
976,Watch visuals of people fleeing from a sudden volcanic eruption in South America Tonight at 9.30 @indiatvnews देखिए… https://t.co/uUwx14mrVC
978,"Will #Kashmir become another Syria, Iraq? Watch our special show Tonight at 8 @indiatvnews https://t.co/rAjQYtYt0k"
980,Watch cricketers @RaviShastriOfc @harbhajan_singh @GautamGambhir grilled in #AapKiAdalat Cricket Special Tonight at… https://t.co/ryfLzYmkSy
982,"Remembering Dr Syama Prasad Mukerjee, founder of Bharatiya Jana Sangh, on his death anniversary. He was a beacon li… https://t.co/CZCTRltrWX"
984,Watch a special show on how @GujaratPolice foiled a plot to foment communal violence in #Valsad Tonight at 8… https://t.co/XHMUwPB3dt
986,I am grateful for the overwhelming support I have received from #DDCA members and cricketing fraternity for my elec… https://t.co/KjpcjyG6YS
988,"Watch a special show on a gang of cheaters in #Gujarat who duped many people by using a ""magic wand"" that could fin… https://t.co/XfjfEMIfpa"
990,@samiprajguru @virendersehwag @indiatvnews @imVkohli @GautamGambhir Thanks @virendersehwag for your support.
992,RT @indiatvnews: Yoga is a unification of mind and soul: India TV Chairman and Editor-in-Chief @RajatSharmaLive attends NDMC #International…
994,"On  #InternationalYogaDay2018 let all of us vow to work for a healthy, energetic #India  अन्तरराष्ट्रीय योग दिवस पर… https://t.co/Te9Q7HpSP7"
996,Watch an exclusive report on how migrant workers in #Kashmir valley are being forced to pelt stones at security for… https://t.co/cc2nIPMMJy
998,"Know the inside story of why @BJP4India broke its coalition with @MehboobaMufti 's PDP in #Kashmir 
Watch… https://t.co/PmBq4BeWUf"
1000,Pakistan voters appear to have squarely rejected Hafiz Saeed and his terror/religious fundoo brigade; zero seats th… https://t.co/PKMKC7ha84
1002,"Yes, none of us including you and yours truly were given visas. So much for some of us being anti national!’😄👍 https://t.co/qyFwDW5Qsg"
1004,Karan Thapar’s ouch moment! 😄 https://t.co/QsRK3XwoLw
1006,"Good news today! In its 150th year, Mumbai’s iconic St Xaviers college will have its first non Christian principal:… https://t.co/ioUXkUHu9v"
1008,"I will always wish the people of Pakistan well. A strong, stable and peaceful Pakistan is in our interest here in I… https://t.co/xoClzOrQqU"
1010,"All eyes on Pakistan elections today: every time you are depressed about aspects of Indian democracy, look to our n… https://t.co/Meblwaebfv"
1012,"Suprabhatam! In daily life we must see that it is not happiness that makes us grateful, but gratefulness that makes… https://t.co/v8FhevTGzq"
1014,Today's live anchor chat that you can join every night at 10 pm https://t.co/A7r91wBUhx
1016,"Until now, West Indies was best known for its cricket. Now, it seems the best place for all our fugitive offenders… https://t.co/jayEAkGRsX"
1018,👍 I am ready for a new life!👍 https://t.co/JPNViLD3DM
1020,"Ace crime reporter of @aajtak and his team bring you @CrimeTak , your one stop destination for all the big crime st… https://t.co/LTYtLKwmOx"
1022,@aajtak ace crime reporter and team bring you @CrimeTak . Tracking every big crime story! Follow them! https://t.co/g8d6nvCq5N
1024,Terrible news.. an agitation which turns violent and results in death like this loses its moral core..… https://t.co/qu2LoNgKAa
1026,While we journalists play tweet-tweet over ‘your’ outrage versus ‘mine’ and netas shamelessly debate ‘your’ riot ve… https://t.co/hmA4BfE40B
1028,Outrage is not selective but the whataboutery is. There are 100s of instances of violence in the country: the anger… https://t.co/50F6eEyXoK
1030,An India where hate and impunity co-exist is not 'new' but medieval.. my take: https://t.co/7xvrz8uyag
1032,"Unless we have lost all shred of humanity, there is ZERO reason to defend Alwar lynching. ZERO! Mahatma Gandhi will… https://t.co/KVZznDuxr3"
1034,News Today: 9 pm: the Alwar lynching: is this a hate factory at work? Why eating fish has become hazardous in Goa;… https://t.co/2hWS5ksqt6
1036,It comes out next month!👍 https://t.co/eL1j9j16gP
1038,"If you missed by blog on 5 things the NCM told us, here it is. https://t.co/brHDJgf1Lb"
1040,RT @Shyamal1751: @sardesairajdeep Top quality interview where both interviewee &amp; interviewer excelled . Through deft handling you made both…
1042,"Mukesh birth anniversary. Listen to this song, and feel nostalgic.. magical lyrics, music and voice. Salil da, Yoge… https://t.co/YATfkk51hM"
1044,😢😪shall aim to get better!🙏 https://t.co/H5N2isV353
1046,On now! Do watch @IndiaToday tv now!👍 https://t.co/5LjxvVNWQY
1048,Hinduism is a great religion and those who kill in the name of cow protection do not represent my Hinduism. If that… https://t.co/2D2irRB5IJ
1050,Terrible and she must be given full protection.But let not a fatwa from an extremist become another occasion for li… https://t.co/Baec3Mn16J
1052,Thanks Nikhil!👍😄 I also enjoyed interviewing 2 people who spoke with freedom of thought! And have walked the talk i… https://t.co/qiUkHRHcbK
1054,"RT @Shmyak13: @sardesairajdeep @IndiaToday Just watched the episode. Was too good.  @MasabaG and Neena were so natural , took all the quest…"
1056,"Reminder! To all those who say there is nothing to watch on news tv, don’t miss this.. @IndiaToday 1 pm and 8 pm! https://t.co/iEMQE6bibJ"
1058,The hug that gave the headlines was clever tv but cannot be a one act show: @sagarikaghose Sunday column.. do read… https://t.co/AApiSpcqUz
1060,"Very good analysis. Divided Aiadmk, resilient TTV, unsure Kamal-Rajni, yet to take off BJP means advantage DMK alli… https://t.co/yWXsCZSbzq"
1062,Buzz in TN is that TTV is the man to watch? https://t.co/FhubPXeQbn
1064,RT @cmkahlon: @sardesairajdeep @MasbahG An interesting conversation. A must watch for younger generation &amp; their mothers as exampalry publi…
1066,Yes! The master! Best days of our lives!👍😄 https://t.co/H3c4vq3zSj
1068,RT @VeeBali: One of the best &amp; honest interview I've seen in ages. I'm a bigger fan of Neena Gupta now and Masaba. https://t.co/iQcUDp3mBD
1070,Agree! Enjoyed it too👍 https://t.co/xh8CE684eW
1072,"Reminder: don’t miss India Today India Tomorrow on @IndiaToday tv at 10
Pm tonight! On now! Repeats 1 pm and 8 pm S… https://t.co/H5OHhkDEpo"
1074,Replugging my column: will 2019 elections be fought on Whatsapp? Toxic and intoxicating. https://t.co/GoBVJz771c
1076,1 on 10.. 😄👍 https://t.co/e10lPB4dll
1078,Unmissable: India Today India Tomorrow special with Neena and Masaba Gupta.. a really feisty and wonderful mother d… https://t.co/42l7pHnOQD
1080,"Wow! If you praise  @narendramodi eye for detail and speech skills, you are sold to one side. If you give… https://t.co/vnbpTUOR73"
1082,Good idea!! Not injurious to health atleast!😀 https://t.co/xR6VOfxduO
1084,breaking: NDA may have found a new ally.. several AIADMK MPs vote with the Modi government #TrustVote
1086,"No confidence motion moved by TDP, @narendramodi focusses on Congress and the Gandhis. Strategy: divide the opposit… https://t.co/B4y9GLd2sO"
1088,@narendramodi sharp dialogues and hand movements reliving his school days of one man theatre.. says entire oppn led… https://t.co/xs1KrF7AjR
1090,Here is the relevant Macron video to @IndiaToday tv listen very carefully.. https://t.co/Y6zNf7jUdp
1092,"Macron to @IndiaToday: First,you have commercial agreements, and obviously you have competitors and we can't let th… https://t.co/lNW2PauLCU"
1094,On @aajtak @sambitswaraj gives Rahul Gandhi speech 0 out of 10; Akhilesh Pratap Singh of Cong gives it 10 out 10. m… https://t.co/mSKDBqpbcr
1096,Will be on @aajtak at 4 pm to rate @RahulGandhi speech. I have given it 6 on 10. Limited on facts and substance but… https://t.co/vwNQS6lnB7
1098,"@RahulGandhi says during the break, not just the opposition MPs but even the BJP MPs congratulated me.. there is an… https://t.co/pv8iygbdyZ"
1100,"@RahulGandhi does a Modi on Modi, plays street fighter, targets Jay Shah, raises Rafael deal, names defence ministe… https://t.co/7sIvYbMV1v"
1102,"Breaking: setback for NDA: Shiv Sena walks the talk, well almost. Chooses to boycott the no confidence vote. Boost… https://t.co/Nhjf6EmnC9"
1104,"And just ahead of the no confidence motion, the rupee touches a new low! Remember what was said about MMS and the r… https://t.co/4H7RtH21yD"
1106,"RT @anjanaomkashyap: Blockbuster Friday of Indian politics, first day first show for 2019, catch us live from Vijay Chowk @aajtak 10 am onw…"
1108,Don’t worry the farmer in rural UP and tribal Chattisgarh is hard at work with no TV set in front of him. He will d… https://t.co/t7Dymgc9Es
1110,Get ready for the social media elections where there are no codes of behaviour.. a longer version of my column for… https://t.co/tqpjsGbZAs
1112,My take: there was a time when parliament debates saw the best of the best.. now it's empty grandstanding https://t.co/TnaeZuCI6U
1114,"The great Gopal Das ""Neeraj"" passed away in evening at 1922 hrs.

स्वप्न झरे फूल से,
मीत चुभे शूल से,
लुट गए सिंगार… https://t.co/0rCh62BQho"
1116,RT @rahulkanwal: Link to the @IndiaToday story on the twist in the Augusta Westland Scam. https://t.co/5NAnAR3umU Christen Michel’s sister…
1118,My latest column for @htTweets . The social media election is here.. do read and share if you like! https://t.co/2bkj1uoA6w
1120,"You are a brave, good man Ashish! https://t.co/NGphorpNYu"
1122,BBC Marathi is hiring! https://t.co/vBJOulD6NQ
1124,My take on the no confidence motion. Will we see an 'earthquake'? https://t.co/eo8CWcIKqb
1126,"When a 80 year old saffron robed Hindu Arya Samaji Swami is attacked by the mob, then all you can ask: who is safe?… https://t.co/nyPPZ5ybqE"
1128,Vendetta JNU istyle! Why oh why? https://t.co/s9gvTfeH7G
1130,"Uparwala will decide how one dies. Next time, reveal your name, don’t be so fearful. https://t.co/FpledE3hwv"
1132,छे बजे @anjanaomkashyap ke saath ! ज़रूर देखे! @aajtak https://t.co/9dgrLebolM
1134,"For god sake Pai baab, is anyone condoning his behaviour? But when a news network works to daily demonise a communi… https://t.co/XtHVIKv8Ps"
1136,Congrats to the @ITAofficiel for celebrating 18 years of being a voice for the television industry! @anuranjan1010 and team ITA!
1138,Ha ha! Ok!👍👍 https://t.co/c5i6fgehWz
1140,"You may not wish it but my government will run five years, what you call opportunism is a political necessity: Karn… https://t.co/aSe8MIGF0c"
1142,Harvard Vs Hazaribagh: Why do the Jayant Sinhas have to line up behind the mob asks @sagarikaghose in this powerful… https://t.co/npGO0ARiYP
1144,"Said it two weeks ago, will say it again: you cannot 'rest'/drop @klrahul11 .. He is pure class. Gnight, shubhratri"
1146,Bad day in office.. https://t.co/KOqufGSTtP
1148,"So this video will go viral. More drama, more nautanki, more hate. 
Waiting for murder in the studio next. Shameful https://t.co/p3rU22GyjU"
1150,Nah! England are good but We are much the better all round side.. should win seven times out of ten. Go India!… https://t.co/8YGXiLwfmb
1152,All the best for the ODI series today!👍😀 https://t.co/ummZDD6KdH
1154,The AIMPLB damages the average Indian Muslim with its medieval diktats.. who gives it the moral or legal authority… https://t.co/d5UYaAn3g2
1156,A story that will tell you why the farmer is angry! And why prime time needs to be more about #GetRealIndia stories! https://t.co/kC9OGt0XfT
1158,The only caste in sport at the highest level is ‘merit’ but equal opportunity is the basis for a sporting revolutio… https://t.co/tmxTU0bpIG
1160,On live in 2 minutes on https://t.co/15CGqHNLaW for your take on Rahul Gandhi controversy at Muslim meet.. fake new… https://t.co/K6aJxihIj7
1162,News Today: 9 pm: were  @RahulGandhi comments at Cong meet with Muslim leaders twisted to keep communal pot boiling… https://t.co/XyfacJVPXi
1164,So a unconfirmed remark ‘Congress is a party of Muslims’ which those at Rahul Gandhi closed door meeting are explic… https://t.co/esBbYIIIJK
1166,"My friend, since my tweet that called for greater diversity and equal access to all in sport was badly misconstrued… https://t.co/25Fx8baKcP"
1168,"The upper caste internet army doesn’t like being shown the mirror! 290 test cricketers for India, just 4 Dalits.. t… https://t.co/UJaFaWc6Le"
1170,"Dalits and Adivasis still do not have equal access to sports, esp cricket. That’s the harsh reality! Face it and ch… https://t.co/Cnlamd8TOO"
1172,"Suprabhatam! Laugh your heart out, dance in the rain, cherish the moment, live, laugh, love, forgive &amp; forget, life… https://t.co/koJuU01th1"
1174,RT @DrSYQuraishi: Kudos to the young IAS officer. https://t.co/E9VMPG3bUi
1176,"Arre sirs, let the world decide who is news and who is noise! Tonight, is for the joy of sport! https://t.co/QI8nLKIR4R"
1178,Day of the head and of a new Ballon D’Or.. rise Kylian Mbappe! Not since Pele in 1958 has a teenager so dazzled the… https://t.co/99IMo2tgTb
1180,"Vinit bhai, emergency is a permanent blot. There are many other instances of Cong intolerance from Satanic Verses t… https://t.co/2H5Am2YcYX"
1182,Do read: @surjitbhalla column defending the Modi government’s economic performance.. worth a read though would have… https://t.co/zupAuU8rY5
1184,Yup https://t.co/xAP9mvL6lr
1186,Big day for Octopus! Head says Djokovic in tennis (heart with Andersen); head says France in WC finals (heart with… https://t.co/gwGCTUSU1w
1188,Delighted to receive the vocational excellence award 2018 for lifetime achievement in journalism last night from th… https://t.co/EF0jhTBEQ0
1190,Suprabhatam. Enjoy Sunday and wear this on your T-shirt! https://t.co/1dd395EI3A
1192,Excellent! Good news story for today! https://t.co/83sGdIyQCO
1194,CNN should wear this comment as a badge of honour. https://t.co/fIO29CvVU8
1196,Agree!👍😄 good point on which to end this debate !! Till the next World Cup!!👍 https://t.co/ZMrk9lREiM
1198,"You are partly right. Having a neta as the head of a sports body can sometimes be an advantage, provided the neta h… https://t.co/ujAL3uOcxG"
1200,This is a huge discovery! https://t.co/7p6qdGArn6
1202,Climate change is worth shouting about! In all caps. https://t.co/EsGQBj8Ulv
1204,@priyaramani Say what?! When did I say a negative word about India Spend or its data?! Quite the opposite. But in a… https://t.co/D88ydqRFO1
1206,Big Fight tonight: what can we do to stop the epidemic of lynching incidents?
1208,“Jaadu ki jhappi” in Parliament. Rahul Gandhigiri?!
1210,@jaydawt Not really!
1212,RT @lpolgreen: This is an outrage. https://t.co/yqnkRRfwHU
1214,"RT @HillaryClinton: Well, now we know. https://t.co/olQlhzQiuO"
1216,Another extraordinary day in the Trump presidency. What continues to baffle is that he doesn’t even try to disguise… https://t.co/DM5dz7yC2x
1218,"RT @manan: ""Sixteen of the 23 players on the team come from families that recently immigrated to France"" They just won the World Cup. They…"
1220,That could be another reason to offer India naval bases! A billion people cheering for you at the World Cup! 😜😁
1222,"Given that France is a strategic ally of India, I guess I will put on a blue T shirt! #LesBlues"
1224,France? Or Croatia?
1226,That surge towards the end was just incredible! Hima Das!! Remember the name! https://t.co/glY1A3PYqp
1228,"In case you are wondering where the original tweet went, the President of the United States figured out the differe… https://t.co/6leD3mQtUA"
1230,@sruthijith @Nidhi can I please add “blessed to be followed by Nidhi Razdan” to my profile?
1232,It is “there” not “their”! Trying to beat @jk_rowling and @suhelseth to this! https://t.co/6boco5DKDT
1234,"RT @_YogendraYadav: Breaking:
Modi regime now targets my family.
Two days after my 9 day padyatra in Rewari and launching of agitation for…"
1236,"Updated  to the report. India No Longer Has World's Largest Number Of Poor People: Report
https://t.co/LToh9NDtFH"
1238,"Given the size of India’s overall population, this is actually quite a big achievement. https://t.co/ze2QppOumf"
1240,@anurag_a4 Don’t think so
1242,Asterix! Not Tintin...
1244,RT @ThailandUN: Thanking our friends #ThaiBoys #footballers in #ChiangRai. We see light at the end of the tunnel - not just for the boys -…
1246,This is such good news. Applause for the heroic rescuers! https://t.co/zQLiwyLg2K
1248,"Stone pelting on the team bus in Brazil! More than a little unfair - they played well overall, and were beaten by a… https://t.co/g8K6AlO4Td"
1250,@Richwilson1991 Series! Although I will concede that the Tests will be tough!
1252,🙏🏼🙏🏼🙏🏼 https://t.co/t5KHQEw7vv
1254,"Dear England, the FIFA World Cup is all very well, but you ain’t beating India in cricket! Not this summer!"
1256,RT @zalbar1984: Seeing the united world waiting for everything to happen well in the rescue of the 12 children in the cave of Thailand show…
1258,@Biswajeet1795 Lasted 8 minutes!
1260,"RT @Kasparov63: The demagogue doesn't lead radicals, he radicalizes his supporters. With each outrage he drags them down by association unt…"
1262,Belgium! And the World Cup becomes an European Championship!
1264,France or Uruguay?
1266,Road to 2019 at 9:30 PM tonight looks at the states where the BJP will try to make inroads next year- West Bengal a… https://t.co/tbWvIiPRdu
1268,"@runbikehurry @mitalisaran @bsindia As always, I add!"
1270,RT @OmarAbdullah: Here’s praying he returns home safe &amp; sound. https://t.co/KrtuhHSvAe
1272,"Real Power With Elected Government, Says Top Court, Big AAP Win: 10 Facts
https://t.co/93Yy4SKP9n"
1274,Don’t rule out Belgium! https://t.co/5k5U8KHNaa
1276,People making vile threats like this cannot be allowed to escape under the cover of anonymity. Both Twitter and the… https://t.co/gCy5veIph3
1278,Russia knock Spain out of the World Cup! Who would have believed it?
1280,RT @MehboobaMufti: Horrified by the vicious trolling @SushmaSwaraj ji has been subjected to . Absolutely outrageous! If our own Minister of…
1282,@suhelseth 😂😂😂. It was a play on spell checking!
1284,Today we could potentially see the last of both Lionel Messi and Cristiano Ronaldo in World Cup football!
1286,Big Fight tonight- a lot of attention on the Emergency this week. What are the lessons to be learnt? How can we pre… https://t.co/RTcepWLRdL
1288,RT @SportsJOE_UK: #ENGBEL first half highlights... https://t.co/ivUozhHy45
1290,The winner of #EngvsBel could bump into Brazil in the quarter finals. Which is why both sides may not mind losing today!
1292,And no shocks here! India win comfortably against Ireland! 🇮🇳 🇮🇳 https://t.co/3G7X6eAFXO
1294,You may want to wait for another couple of hours! You never know... https://t.co/IvbAhQ7A2B
1296,RT @Cricket_Germany: We hereby ask #FIFA to make the next #WorldCup open only to ten teams 🏏🇩🇪
1298,South Korea beat Germany 2-0 to knock them out!  Asian teams leaving their mark on this World Cup. #KORvGER
1300,Messi! He’s looking hungry in this match!
1302,OMG! What is happening in this group! Spain equalise as do Iran! And Iran just missed a winner. All in three minutes.
1304,@sharmarohitraj How is agreeing with him the same as taunting him?!
1306,"Given its strategic location, Seychelles is very important for India. We seem to have lost the Maldives (for now) -… https://t.co/ZfTLG0GJWt"
1308,Ok. Whatever that means! But I love dogs so I’ll take it as a compliment. 😂😜. @SushmaSwaraj https://t.co/JxzXXpRwuf
1310,"@NavinKTyagi @SushmaSwaraj I’m a friendly person. You send me a message about football or cricket, I will respond too! 😁"
1312,@GappistanRadio Where did I say I wanted to control anything? Simply stating a fact. That these comments reflect so… https://t.co/LWb1w8doTy
1314,@Indian_1111 @SushmaSwaraj Why should I quit?
1316,"RT @Raheelk: When 'news' was entirely state run, monopolized and structured. Okay to get nostalgic, but let's not think of DD days as the g…"
1318,"Hopefully, the day isn’t far when India will beat Argentina in football too! 😁🙏🏼 https://t.co/ltgNbIYarv"
1320,How was that shove in the back NOT a penalty? https://t.co/JyQ5LF14f6
1322,Thrashing Pakistan has become a delightful habit for the Indian hockey team! 4-0! 😁 #INDvPAK
1324,How is it acceptable to openly threaten the media like this? https://t.co/ffTPCwBqk1
1326,You have to feel sorry for Messi! https://t.co/pmIjEENrHR
1328,@Davinde14684961 @wadhwa Yes - and it’s already happening
1330,Technology will lead to disruption in every industry - and it will come out of nowhere! Can I use that as a tag lin… https://t.co/3j4wRGV7Mw
1332,"RT @ndtv: ""Was expecting this coalition to fall apart, but the timing has surprised me"": National Conference's Omar Abdullah on BJP-PDP spl…"
1334,"@hridayeshjoshi @amaresh4 hahaha! True! For now, let me focus on @editorji though!"
1336,@amaresh4 sure.. whenever they ask me!
1338,"Astonishing that a tiny neighbour like the Maldives feels able to flout international opinion on democracy, return… https://t.co/j7UJjWSBoa"
1340,Worth retweeting this today! Maybe those who only think of hate will learn something. #MuthalikDogComment https://t.co/M8smcEjrzv
1342,@muazzam_na I’m not perturbed at all. But surely they should look at this too?
1344,@saurabh_lohani Yeah but Portugal was always going to be tough. Not the same as Germany losing to Mexico!
1346,"RT @ChelseaClinton: On #FathersDay &amp; every day, I could not imagine a better dad for Charlotte &amp; Aidan than Marc. I also could not imagine…"
1348,There are plenty! The relatively ‘silent’ majority 😁 https://t.co/sokA5kEmP7
1350,"Well done, @AnushkaSharma! We need to end our silence when we see people littering. https://t.co/9yIZtzeWRk"
1352,"Remarkable courage and fortitude shown by Mohd Hanif, the father of murdered soldier Aurangzeb. https://t.co/8kOarRrnT2"
1354,RT @sajadlone: @Junaid_Mattu They won’t stop. The best they could do is to shut up. And they won’t. My principle in the aftermath of my fat…
1356,One of the best games of football I’ve ever seen. Take a bow #Spain #Ronaldo. Hope the rest of #FifaWorldCup18 can match that!
1358,This match! More than living up to the hype! #PORESP
1360,"RT @rajnathsingh: The killing of @RisingKashmir editor, Shujaat Bukhari is an act of cowardice. It is an attempt to silence the saner voice…"
1362,"RT @shahfaesal: At Syed Shujat Bukhari's funeral today, I realised that life has come to a dead end in Kashmir. We are now nothing but a la…"
1364,RT @Roshanjnu: We journalists are generally a dispassionate lot. But there are days when a news triggers a sense of personal loss and devas…
1366,"The forces of evil silence a voice of reason &amp; sanity in these tough and troubled times. Rest in peace, @bukharishujaat"
1368,This is such shocking news. I do hope @bukharishujaat is OK. https://t.co/kVBdCVBCBb
1370,"RT @ndtv: Delhi Under A Thick Haze Of Dust, Pollution At ""Severe"" Level https://t.co/d3vqzDiNo4 #NDTVNewsBeeps https://t.co/wVfCGnlGFv"
1372,"I’ve been travelling - am busy working on the launch of @editorji! Still anchoring those shows though, which will r… https://t.co/dUdS0Keeji"
1374,Here’s an interesting thought. The combined population of countries playing the Cricket World Cup next year is prob… https://t.co/Y6JElFXG2g
1376,Fight with America’s closest allies over trade while appeasing China. Threaten CAATSA action if India buys S400 mis… https://t.co/AK9ZefxPO6
1378,"RT @BarackObama: “Low plastic stool, cheap but delicious noodles, cold Hanoi beer.” This is how I’ll remember Tony. He taught us about food…"
1380,"RT @nytimes: Justin Trudeau said at a news conference with Emmanuel Macron that ""we are going to defend our industries and our workers"" and…"
1382,"RT @CitiznMukherjee: India's Nationhood is not 1 lang,1religion,1 https://t.co/n5hElNFwpC is Perennial Universalism of 1.3billion people wh…"
1384,Wow! This could be a huge development. https://t.co/29GzkGfDdX
1386,@sruthijith All the best!
1388,@Suparna_Singh I totally disagree! Bhutias are the best. Followed by German Shepherds!
1390,NOW you are talking. *rubs hands in glee* https://t.co/jMuXnNSRq0
1392,"RT @Gadgets360: Looking to watch a movie tonight? We've picked out the best ones from major streaming sites:

1. Best 70 movies on Hotstar…"
1394,"It is completely unacceptable in a democracy for someone to be harassed, let alone murdered, because of their polit… https://t.co/SpnX6JVy8E"
1396,@midday_update part owner??! do you know something that I don't? 😀
1398,This is disgraceful. Mamata needs to ensure the guilty are caught and punished. https://t.co/GTKx1twyYW
